price_cpu,cpuMark,cpuValue,threadMark,threadValue,TDP_cpu,powerPerf,cores,testDate_cpu,socket,category_cpu,gpuName,G3Dmark,G2Dmark,price_gpu,powerPerformance,testDate_gpu,category_gpu
572.98,41163,71.84,4217,7.36,241.0,798,8,2021,101,0,1787,15085.0,908.0,1649.99,73.59,2020.0,0
599.95,41077,68.47,4209,7.02,241.0,793,8,2021,101,0,1189,14832.0,705.0,439.74660036166364,134.84,2019.0,3
3100.0,40951,13.21,2446,0.79,240.0,796,16,2020,178,9,1784,14738.0,827.0,439.74660036166364,34.10363391141618,2020.0,4
913.0,40879,44.77,2608,2.86,155.0,1432,16,2021,178,9,2034,14729.0,926.0,899.95,81.83,2019.0,0
441.50094560244025,40794,35.35491103202847,2386,15.189008642602948,62.37555732484076,2458,24,2019,201,9,2060,14636.0,810.0,799.99,49.62,2017.0,0
7453.0,40767,5.47,2725,0.37,205.0,1004,28,2020,105,9,1783,14630.0,948.0,439.74660036166364,34.10363391141618,2021.0,4
1179.99,40575,34.39,2610,2.21,155.0,1425,16,2021,178,9,519,14500.0,877.0,389.0,80.56,2017.0,0
1280.0,40472,31.62,1995,1.56,155.0,1422,24,2021,178,9,658,14261.0,685.0,439.74660036166364,178.27,2020.0,2
1995.0,40225,20.16,2696,1.35,280.0,506,16,2020,200,0,1752,14212.0,1006.0,439.74660036166364,34.10363391141618,2021.0,4
6353.0,39620,6.24,2718,0.43,205.0,980,24,2021,105,4,1798,14110.0,824.0,1599.39,61.35,2018.0,0
393.03,39457,100.39,3494,8.89,105.0,1846,12,2020,19,0,663,14020.0,622.0,439.74660036166364,175.24,2020.0,2
650.0,39157,60.24,2738,4.21,105.0,1843,16,2019,19,0,651,13953.0,752.0,389.99,87.2,2019.0,0
1299.0,38944,29.98,2556,1.97,250.0,641,16,2022,106,9,1190,13893.0,606.0,439.74660036166364,173.66,2019.0,3
3095.0,38604,12.47,2296,0.74,205.0,919,24,2020,105,9,2045,13881.0,945.0,439.74660036166364,34.10363391141618,2021.0,4
509.0,38281,75.21,4162,8.18,65.0,2337,8,2022,101,0,613,13864.0,854.0,719.4,55.45,2015.0,0
441.50094560244025,38122,35.35491103202847,1329,15.189008642602948,62.37555732484076,2458,80,2021,201,11,2031,13836.0,914.0,545.0,92.24,2020.0,0
441.50094560244025,37809,35.35491103202847,1311,15.189008642602948,62.37555732484076,2458,80,2021,201,11,2132,13748.0,753.0,1679.99,39.28,2017.0,0
2279.0,37606,16.5,2455,1.08,205.0,902,16,2021,106,9,1276,13688.0,1018.0,439.74660036166364,34.10363391141618,2022.0,4
8870.46,37575,4.24,2011,0.23,205.0,901,28,2020,105,9,665,13681.0,574.0,2099.99,152.01,2019.0,2
2667.0,37511,14.06,2362,0.89,165.0,1215,28,2021,105,9,991,13660.0,912.0,608.1,54.64,2016.0,0
1129.22,37264,33.0,2380,2.11,150.0,1341,20,2021,106,9,2059,13636.0,784.0,752.99,64.93,2017.0,0
1595.96,37167,23.29,2148,1.35,255.0,521,28,2019,105,0,1187,13622.0,600.0,439.74660036166364,170.27,2019.0,2
529.99,35726,67.41,4045,7.63,65.0,2267,8,2022,101,0,517,13482.0,857.0,342.55,89.88,2016.0,0
2472.14,35352,14.3,2426,0.98,205.0,804,20,2020,105,9,2284,13264.0,624.0,439.74660036166364,34.10363391141618,2020.0,4
1605.79,35328,22.0,2356,1.47,185.0,968,16,2021,106,9,1279,13263.0,473.0,439.74660036166364,102.02,2021.0,3
489.0,34999,71.57,4032,8.25,35.0,2912,8,2022,101,0,1799,13241.0,772.0,439.74660036166364,57.57,2017.0,0
441.50094560244025,34721,35.35491103202847,3432,15.189008642602948,65.0,2250,12,2021,19,0,616,13173.0,843.0,1096.99,52.69,2015.0,0
409.0,34125,83.44,4047,9.9,190.0,842,8,2021,101,0,1275,13128.0,928.0,845.99,34.10363391141618,2021.0,4
350.99,34110,97.18,4054,11.55,190.0,841,8,2021,101,0,1186,13008.0,588.0,439.74660036166364,118.26,2019.0,2
7705.0,33970,4.41,2315,0.3,165.0,1089,24,2020,154,9,1776,12853.0,546.0,439.74660036166364,34.10363391141618,2020.0,4
1933.0,33792,17.48,2404,1.24,129.0,1427,20,2022,91,9,531,12732.0,823.0,329.99,101.85,2019.0,0
441.50094560244025,33417,35.35491103202847,2708,15.189008642602948,280.0,240,12,2020,200,0,666,12718.0,911.0,439.74660036166364,34.10363391141618,2022.0,4
999.99,33408,33.41,2667,2.67,165.0,1073,18,2019,104,0,670,12674.0,551.0,479.99,110.21,2021.0,2
1712.0,33370,19.49,2399,1.4,150.0,1197,24,2021,105,9,1769,12537.0,831.0,439.74660036166364,96.43,2020.0,0
1115.12,33015,29.61,1978,1.77,155.0,1139,16,2020,178,9,1782,12402.0,836.0,439.74660036166364,34.10363391141618,2018.0,4
618.77,32869,53.12,2786,4.5,105.0,1650,12,2020,19,0,1781,12386.0,860.0,439.74660036166364,34.10363391141618,2018.0,0
359.0,32751,91.23,2725,7.59,105.0,1646,12,2019,19,0,656,12354.0,601.0,439.74660036166364,107.43,2019.0,2
7829.0,32616,4.17,2138,0.27,205.0,658,24,2017,105,9,1179,12323.0,581.0,439.74660036166364,34.10363391141618,2018.0,4
2069.95,32480,15.69,1878,0.91,155.0,1098,16,2019,178,9,1139,12264.0,774.0,439.74660036166364,49.06,2016.0,5
2100.0,32475,15.46,2290,1.09,250.0,359,32,2018,198,0,1178,12144.0,667.0,439.74660036166364,34.10363391141618,2018.0,2
3850.0,32410,8.42,2143,0.56,150.0,1149,24,2019,105,9,659,12062.0,506.0,439.74660036166364,150.77,2019.0,2
312.96,32268,103.11,3987,12.74,65.0,2150,8,2022,101,0,2050,11989.0,829.0,439.74660036166364,34.10363391141618,2022.0,4
1870.0,32223,17.23,2020,1.08,150.0,1145,26,2021,105,9,1176,11976.0,701.0,1868.99,66.54,2016.0,5
1442.21,31905,22.12,2566,1.78,165.0,982,18,2018,104,0,1174,11869.0,583.0,439.74660036166364,34.10363391141618,2018.0,5
1504.63,31680,21.06,2696,1.79,165.0,970,18,2020,104,9,1768,11844.0,829.0,439.74660036166364,91.11,2020.0,0
328.0,31659,96.52,3948,12.04,65.0,2133,8,2022,101,0,532,11794.0,702.0,349.99,98.29,2019.0,0
722.97,31631,43.75,1987,2.75,120.0,1431,16,2019,178,9,530,11695.0,796.0,399.99,97.46,2019.0,0
441.50094560244025,31500,35.35491103202847,1863,15.189008642602948,210.0,595,24,2020,140,9,2280,11658.0,372.0,439.74660036166364,34.10363391141618,2021.0,4
441.50094560244025,31372,35.35491103202847,2623,15.189008642602948,65.0,2130,12,2019,19,0,523,11507.0,731.0,439.74660036166364,104.61,2017.0,2
1808.99,31094,17.19,2377,1.31,62.37555732484076,2458,16,2019,178,9,1780,11504.0,821.0,439.74660036166364,34.10363391141618,2019.0,4
517.27,30660,59.27,2627,5.08,65.0,2107,12,2019,19,0,2049,11499.0,550.0,439.74660036166364,34.10363391141618,2021.0,4
1498.95,30655,20.45,2631,1.76,165.0,911,16,2019,104,0,1171,11422.0,820.0,556.19,108.78,2017.0,5
441.50094560244025,30616,35.35491103202847,2346,15.189008642602948,205.0,558,18,2021,105,9,1138,11397.0,788.0,1099.98,45.59,2015.0,5
2683.99,30549,11.38,2537,0.95,205.0,554,16,2020,105,9,652,11355.0,540.0,439.74660036166364,141.93,2019.0,2
669.0,30433,45.49,2358,3.52,250.0,285,24,2018,198,0,612,11237.0,815.0,247.35,68.1,2014.0,0
369.99,30313,81.93,1719,4.65,180.0,748,32,2018,178,9,1183,11122.0,533.0,439.74660036166364,139.03,2019.0,3
3389.78,30220,8.92,2321,0.68,205.0,538,16,2020,105,9,2285,11113.0,567.0,4853.98,34.10363391141618,2020.0,4
635.0,30213,47.58,3946,6.21,45.0,2481,6,2022,87,5,2030,11030.0,935.0,439.74660036166364,73.53,2020.0,0
2163.0,30162,13.94,2970,1.37,255.0,228,14,2020,153,0,1774,10498.0,601.0,2410.15,34.10363391141618,2018.0,4
4551.37,30105,6.61,2572,0.57,205.0,535,24,2019,105,9,1749,10466.0,727.0,439.74660036166364,34.10363391141618,2020.0,4
6005.98,30103,5.01,2167,0.36,205.0,534,24,2019,105,9,518,10465.0,603.0,439.74660036166364,34.10363391141618,2019.0,2
867.3,30043,34.64,2179,2.51,135.0,1198,16,2021,106,9,1765,10200.0,702.0,439.74660036166364,204.0,2020.0,2
990.0,29981,30.28,2488,2.51,180.0,734,16,2018,198,0,533,10176.0,507.0,439.74660036166364,203.53,2019.0,2
816.42,29842,36.55,2474,3.03,165.0,883,18,2017,104,0,1277,10148.0,452.0,439.74660036166364,106.82,2021.0,3
617.0,29714,48.16,3974,6.44,45.0,2468,6,2022,87,5,2279,10117.0,364.0,600.0,34.10363391141618,2021.0,4
3626.37,29356,8.1,2381,0.66,200.0,533,18,2019,105,9,1995,10088.0,875.0,439.74660036166364,34.10363391141618,2020.0,4
441.50094560244025,29049,35.35491103202847,2609,15.189008642602948,140.0,1094,18,2021,104,9,512,10070.0,762.0,279.99,83.92,2016.0,0
2817.0,28962,10.28,2182,0.77,150.0,976,20,2018,105,9,526,10032.0,761.0,441.05,100.32,2019.0,0
1524.89,28915,18.96,2203,1.44,150.0,975,20,2019,105,9,520,10030.0,466.0,439.74660036166364,111.44,2017.0,2
3798.95,28848,7.59,2264,0.6,200.0,513,18,2017,105,9,1278,9975.0,459.0,439.74660036166364,34.10363391141618,2022.0,4
771.99,28619,37.07,2724,3.53,165.0,810,14,2019,104,0,1173,9827.0,607.0,439.74660036166364,98.27,2018.0,5
1119.25,28580,25.54,2437,2.18,150.0,965,12,2021,106,9,654,9743.0,434.0,439.74660036166364,149.9,2020.0,2
841.4,28411,33.77,2647,3.15,165.0,802,14,2018,104,0,1994,9741.0,811.0,449.99,35.42,2015.0,0
333.99,28368,84.94,3485,10.43,105.0,1466,8,2020,19,0,514,9728.0,779.0,305.0,81.07,2016.0,0
249.99,28271,113.09,1689,6.76,155.0,895,24,2017,178,9,609,9688.0,781.0,237.99,66.81,2014.0,0
441.50094560244025,28079,35.35491103202847,1085,15.189008642602948,62.37555732484076,2458,64,2021,201,11,2041,9665.0,810.0,549.99,55.23,2018.0,0
684.47,28037,40.96,2293,3.35,180.0,640,16,2017,198,0,1993,9551.0,791.0,443.1,34.10363391141618,2015.0,4
1112.0,27904,25.09,2790,2.51,165.0,754,14,2020,104,0,1991,9503.0,840.0,439.74660036166364,34.56,2016.0,0
2698.95,27617,10.23,1691,0.63,140.0,994,22,2019,105,9,1166,9486.0,971.0,577.17,126.47,2019.0,5
2000.0,27470,13.73,2013,1.01,165.0,733,24,2019,105,9,2112,9461.0,417.0,439.74660036166364,34.10363391141618,2021.0,4
441.50094560244025,27445,35.35491103202847,1934,15.189008642602948,120.0,1220,32,2019,178,9,668,9452.0,416.0,439.74660036166364,118.16,2021.0,2
277.98,27429,98.67,3965,14.26,150.0,899,6,2021,101,0,2044,9445.0,910.0,199.99,34.10363391141618,2022.0,4
457.0,27391,59.94,3766,8.24,45.0,2382,6,2022,87,5,594,9312.0,626.0,339.99,37.25,2013.0,0
441.50094560244025,27377,35.35491103202847,2123,15.189008642602948,165.0,730,28,2018,105,9,1785,9269.0,896.0,480.99,74.15,2020.0,0
1983.82,27325,13.77,2413,1.22,140.0,986,18,2017,104,9,1133,9262.0,679.0,499.0,61.74,2015.0,5
1372.08,27211,19.83,2290,1.67,150.0,887,16,2020,105,9,1169,9242.0,557.0,439.74660036166364,34.10363391141618,2018.0,4
260.98,27186,104.17,3967,15.2,150.0,885,6,2021,101,0,617,9189.0,648.0,1515.0,24.5,2014.0,0
299.0,27065,90.52,3397,11.36,65.0,1967,8,2022,19,0,2026,9188.0,824.0,449.0,70.68,2019.0,0
1406.99,26901,19.12,2247,1.6,150.0,838,16,2020,105,9,615,9140.0,616.0,524.99,36.56,2014.0,0
990.97,26699,26.94,2525,2.55,165.0,709,16,2017,104,0,2047,9094.0,698.0,339.99,34.10363391141618,2021.0,4
679.99,26696,39.26,2766,4.07,165.0,708,12,2019,104,0,1172,9083.0,700.0,439.74660036166364,113.53,2017.0,2
441.50094560244025,26659,35.35491103202847,1903,15.189008642602948,62.37555732484076,2458,24,2018,105,9,667,9037.0,416.0,379.99,112.97,2021.0,2
1990.0,26657,13.4,2285,1.15,125.0,1140,20,2019,105,9,2053,9012.0,643.0,439.74660036166364,62.15,2021.0,2
548.87,26508,48.3,2490,4.54,165.0,701,14,2017,104,0,1990,9008.0,816.0,439.74660036166364,32.76,2016.0,0
2348.7,26485,11.28,1984,0.84,150.0,830,24,2017,105,9,2038,8907.0,772.0,349.0,48.14,2017.0,0
441.50094560244025,26469,35.35491103202847,2285,15.189008642602948,250.0,107,32,2018,189,0,2097,8842.0,426.0,439.74660036166364,34.10363391141618,2021.0,4
605.45,26446,43.68,2013,3.32,120.0,1194,12,2020,178,9,2025,8817.0,864.0,439.74660036166364,58.78,2019.0,0
1361.0,26400,19.4,1826,1.34,165.0,697,24,2022,106,9,1982,8794.0,787.0,439.74660036166364,34.10363391141618,2020.0,4
2465.14,26288,10.66,2196,0.89,150.0,822,16,2019,105,9,1184,8754.0,350.0,439.74660036166364,145.9,2019.0,2
441.50094560244025,26031,35.35491103202847,3619,15.189008642602948,125.0,1096,8,2021,99,4,515,8704.0,680.0,487.99,72.54,2018.0,0
944.0,25984,27.53,2810,2.98,165.0,645,12,2020,104,9,2020,8674.0,779.0,339.99,57.83,2016.0,0
1829.99,25974,14.19,2622,1.43,180.0,514,12,2019,105,9,1168,8663.0,510.0,389.3,34.10363391141618,2018.0,4
949.0,25875,27.27,2617,2.76,220.0,223,12,2021,106,4,534,8646.0,378.0,439.74660036166364,144.09,2019.0,2
1674.44,25740,15.37,2396,1.43,125.0,1090,18,2019,105,9,2065,8628.0,704.0,439.74660036166364,49.3,2020.0,0
441.50094560244025,25644,35.35491103202847,3386,15.189008642602948,65.0,1897,8,2021,19,0,1984,8619.0,804.0,499.1,17.24,2014.0,0
397.97,25539,64.17,3519,8.84,125.0,1081,8,2021,99,0,2111,8572.0,378.0,439.74660036166364,34.10363391141618,2021.0,4
441.50094560244025,25532,35.35491103202847,2225,15.189008642602948,62.37555732484076,2458,20,2021,103,9,618,8556.0,660.0,745.0,34.22,2013.0,0
599.0,25508,42.58,2850,4.76,105.0,1328,8,2022,19,0,2114,8428.0,509.0,439.74660036166364,34.10363391141618,2021.0,4
739.0,25484,34.48,1809,2.45,155.0,724,16,2017,178,9,1980,8409.0,789.0,439.74660036166364,34.10363391141618,2020.0,4
441.50094560244025,25460,35.35491103202847,3428,15.189008642602948,35.0,2568,8,2022,120,5,1983,8389.0,699.0,319.99,28.93,2013.0,0
441.50094560244025,25396,35.35491103202847,1455,15.189008642602948,62.37555732484076,2458,26,2019,105,9,1772,8324.0,715.0,1199.06,23.78,2016.0,0
379.98,25390,66.82,3563,9.38,125.0,1078,8,2021,99,0,1761,8298.0,628.0,439.74660036166364,34.10363391141618,2020.0,4
999.0,25291,25.32,2621,2.62,165.0,620,12,2018,104,0,4,8229.0,538.0,439.74660036166364,34.10363391141618,2020.0,4
761.0,25203,33.12,2482,3.26,180.0,489,12,2018,198,0,513,8161.0,444.0,439.74660036166364,102.01,2019.0,2
411.99,25202,61.17,3494,8.48,125.0,1066,8,2021,99,4,1981,8150.0,695.0,380.0,29.64,2013.0,0
1268.96,25191,19.85,2200,1.73,125.0,1065,20,2021,105,9,1121,8108.0,556.0,392.0,36.03,2013.0,5
441.50094560244025,25004,35.35491103202847,3361,15.189008642602948,65.0,1867,8,2021,19,0,2019,8070.0,726.0,388.99,67.25,2016.0,0
3616.0,24925,6.89,1925,0.53,155.0,702,32,2017,178,9,593,8022.0,601.0,279.99,32.09,2013.0,0
7528.0,24800,3.29,2050,0.27,125.0,1001,20,2020,105,9,650,8007.0,380.0,439.74660036166364,34.10363391141618,2022.0,4
441.50094560244025,24786,35.35491103202847,2248,15.189008642602948,205.0,278,16,2019,105,9,2081,7942.0,447.0,439.74660036166364,34.10363391141618,2021.0,4
297.0,24749,83.33,3429,11.55,125.0,998,8,2020,99,0,1137,7915.0,698.0,439.74660036166364,52.77,2016.0,3
441.50094560244025,24745,35.35491103202847,2578,15.189008642602948,62.37555732484076,2458,14,2018,92,9,516,7907.0,430.0,439.74660036166364,98.84,2017.0,2
5957.96,24619,4.13,1937,0.33,145.0,757,22,2016,103,9,2255,7884.0,369.0,439.74660036166364,34.10363391141618,2021.0,4
233.0,24545,105.34,3281,14.08,65.0,1848,8,2021,19,0,2253,7829.0,831.0,375.72,34.10363391141618,2021.0,4
2411.0,24489,10.16,2190,0.91,165.0,548,18,2017,105,9,1796,7822.0,787.0,1047.99,60.17,2016.0,5
3113.22,24446,7.85,2450,0.79,165.0,544,12,2019,105,9,524,7807.0,592.0,209.0,104.09,2019.0,0
441.50094560244025,24390,35.35491103202847,3354,15.189008642602948,35.0,2514,8,2022,120,5,2040,7798.0,885.0,439.74660036166364,42.15,2019.0,0
441.50094560244025,24352,35.35491103202847,3442,15.189008642602948,28.0,2757,8,2022,120,5,2282,7771.0,563.0,787.9,34.10363391141618,2017.0,4
2940.0,24234,8.24,2290,0.78,150.0,707,20,2019,105,9,2039,7768.0,669.0,439.74660036166364,34.10363391141618,2019.0,4
279.0,24147,86.55,3420,12.26,125.0,979,8,2021,99,0,2254,7760.0,890.0,439.74660036166364,34.10363391141618,2022.0,4
376.99,23908,63.42,3538,9.39,80.0,1559,8,2021,99,4,1770,7753.0,943.0,439.74660036166364,34.10363391141618,2018.0,4
623.0,23859,38.3,3375,5.42,45.0,2249,8,2021,88,7,146,7719.0,790.0,1729.99,28.07,2014.0,5
391.65,23815,60.81,2845,7.26,105.0,1212,8,2020,19,0,2021,7611.0,854.0,439.74660036166364,76.11,2021.0,0
379.99,23814,62.67,3528,9.28,65.0,1829,8,2021,99,0,1771,7540.0,698.0,439.74660036166364,50.27,2019.0,0
389.97,23768,60.95,3167,8.12,125.0,964,10,2020,99,0,1759,7522.0,663.0,439.74660036166364,34.10363391141618,2020.0,4
583.0,23629,40.53,3312,5.68,45.0,2232,8,2021,88,5,2281,7509.0,441.0,199.0,34.10363391141618,2018.0,4
608.77,23589,38.75,2200,3.61,120.0,990,12,2021,106,9,527,7490.0,399.0,439.74660036166364,136.19,2020.0,2
883.99,23566,26.66,1821,2.06,155.0,613,16,2019,178,9,2223,7391.0,522.0,439.74660036166364,34.10363391141618,2021.0,4
2498.0,23556,9.43,2209,0.88,145.0,712,18,2015,152,9,144,7327.0,759.0,704.0,33.3,2014.0,5
311.0,23530,75.66,3678,11.83,45.0,2229,4,2022,87,5,2168,7321.0,809.0,439.74660036166364,34.10363391141618,2021.0,4
469.99,23515,50.03,3358,7.14,80.0,1553,8,2021,99,9,614,7317.0,514.0,289.99,73.17,2014.0,2
2702.0,23512,8.7,1951,0.72,200.0,221,20,2016,103,9,2283,7225.0,572.0,439.74660036166364,34.10363391141618,2019.0,4
339.99,23508,69.14,3141,9.24,125.0,917,10,2020,99,0,1195,7169.0,479.0,528.35,34.10363391141618,2019.0,2
539.0,23501,43.6,3323,6.16,95.0,1340,8,2021,99,9,2032,7157.0,537.0,439.74660036166364,47.72,2020.0,2
441.50094560244025,23447,35.35491103202847,3311,15.189008642602948,45.0,2228,8,2022,120,5,1164,7096.0,692.0,542.0,94.61,2017.0,5
3062.0,23432,7.65,2493,0.81,165.0,498,12,2018,105,9,2217,6999.0,355.0,439.74660036166364,34.10363391141618,2020.0,4
441.50094560244025,23425,35.35491103202847,3333,15.189008642602948,45.0,2227,8,2021,119,5,525,6969.0,384.0,439.74660036166364,139.38,2019.0,2
375.0,23292,62.11,2467,6.58,140.0,732,12,2017,104,0,2043,6958.0,899.0,159.99,34.10363391141618,2022.0,4
248.59,23275,93.63,2735,11.0,105.0,1196,8,2019,19,0,1196,6871.0,454.0,439.74660036166364,34.10363391141618,2020.0,2
395.0,23215,58.77,2481,6.28,140.0,729,14,2019,104,9,1134,6807.0,482.0,546.92,68.07,2016.0,3
2793.95,23207,8.31,2248,0.8,145.0,699,22,2016,103,9,1762,6763.0,682.0,439.74660036166364,79.56,2019.0,4
2793.7,23179,8.3,2048,0.73,165.0,491,28,2019,105,9,2062,6734.0,833.0,439.74660036166364,34.10363391141618,2018.0,4
441.50094560244025,23160,35.35491103202847,3230,15.189008642602948,45.0,2203,8,2021,119,5,2261,6725.0,334.0,439.74660036166364,34.10363391141618,2021.0,4
